vowel,F1,F2,filename
e,571.856212271477,1448.385360330377,e_537.wav
u,422.3930251436692,822.5722352495071,u_538.wav
i,350.0654570427321,2257.2969979329214,i_539.wav
i,482.8914325206365,2009.336654501881,i_540.wav
i,392.7204433349573,1482.3346517314428,i_541.wav
i,337.93140520663235,1504.6248387517137,i_542.wav
o,587.0905019779483,1071.7514646823468,o_543.wav
o,582.0542664497405,893.2202179480897,o_544.wav
o,575.0315985123019,970.1064087995064,o_545.wav
o,631.6068968468782,938.1381533557484,o_546.wav
o,397.0459490339384,958.4294763340978,o_547.wav
ə,585.4992544229335,2109.26688432181,ə_548.wav
o,550.6966625661624,974.4334383151376,o_549.wav
ə,479.4341600527447,1976.2321364720567,ə_550.wav
o,580.0955717807842,1006.4979847535142,o_551.wav
ə,560.8860725049012,2169.997786578331,ə_552.wav
o,585.9384372133804,1004.8359603143472,o_553.wav
ə,604.9954677455437,2111.7300259199974,ə_554.wav
